"","m","m.ci.2.5","m.ci.97.5","m.mle","maxLL","binoLL","poisLL","Rsqr","Rsqr.bino","Rsqr.pois","RMSE","RMSE.bino","RMSE.pois","AIC","BIC","AIC.bino","BIC.bino","AIC.pois","BIC.pois","N","Samples","Richness","Detect"
"1",0.127681338109876,0.124992232109475,0.13043416120148,0.127687568624293,-19968.361090451,-9104.07392344553,-9104.41850549918,0.761832033561167,-0.0732951509286763,-0.0732582802917627,0.0871882271305641,0.185086931843837,0.185083752694251,-39932.722180902,-39916.9594925263,-18204.1478468911,-18188.3851585154,-18204.8370109984,-18189.0743226227,22733,126,19562,4.3988914793472e-05
