Index,group1,group2,group1.obs,group2.obs,w.value.W,p.wtest,p.count,w.value.noOut.W,p.wtest.noOut,p.count.noOut
1,ST,1,2,0.782575770546473,0.922210796578216,455,2.29044419704258e-29,0.0446034702480149,0,1.05617392626273e-30,0
2,ST,1,3,0.782575770546473,0.890486534791225,846,6.0756118593765e-25,0.0829330457798255,60,1.38283768669891e-30,0.00735294117647059
3,ST,1,4,0.782575770546473,0.865058198033799,1224,4.95613845235915e-21,0.119988236447407,405,5.40207113036995e-25,0.0523594053005818
4,ST,1,5,0.782575770546473,0.934107592114659,147,4.05032407827509e-33,0.0144103519262817,0,3.7217271895067e-31,0
5,ST,1,6,0.782575770546473,0.880169764858628,1109,3.48396531296551e-22,0.108714831879228,170,3.36734305984203e-29,0.0206185567010309
6,ST,1,7,0.782575770546473,0.875718580107014,1668,6.79772763490852e-17,0.163513381041074,966,1.04979671800403e-17,0.12769332452082
7,ST,1,8,0.782575770546473,0.729879690614447,7420,1.15935586318596e-08,0.272620331340065,6433,6.15548885275258e-14,0.177365728900256
8,ST,1,9,0.782575770546473,0.861414154482721,1101,2.0426057141828e-22,0.107930595039702,192,8.99298899663061e-30,0.0223645894001165
9,ST,1,10,0.782575770546473,0.881430333527747,1825,1.52044763184001e-15,0.178904029016763,1283,9.0824518714302e-17,0.14944670937682
10,ST,1,11,0.782575770546473,0.604293826589291,9963,5.47019657845002e-32,0.0233310459758847,8366,3.47059055141394e-31,0.00582293523469994
11,ST,1,12,0.782575770546473,0.889194188775748,968,1.20353075261927e-23,0.0948926575825899,40,2.8149396751737e-30,0.0051150895140665
12,ST,2,3,0.922210796578216,0.890486534791225,7597,9.17153501299408e-10,0.255269091265562,6132,9.22133292174401e-07,0.298076923076923
13,ST,2,4,0.922210796578216,0.865058198033799,8906,2.48250781665736e-20,0.126948338398196,7896,1.9876872010783e-26,0.0464919695688926
14,ST,2,5,0.922210796578216,0.934107592114659,3393,1.9648397419607e-05,0.332614449563768,1781,3.49380326175416e-12,0.208206686930091
15,ST,2,6,0.922210796578216,0.880169764858628,7492,4.22853286329202e-09,0.265562199784335,6118,2.40385944672234e-06,0.30689928628073
16,ST,2,7,0.922210796578216,0.875718580107014,8003,1.36963689109163e-12,0.215469071659641,7023,8.4526265839819e-18,0.132855908136807
17,ST,2,8,0.922210796578216,0.729879690614447,10201,5.51322222553967e-35,0,8372,7.21904019934428e-32,0
18,ST,2,9,0.922210796578216,0.861414154482721,9697,5.54666773371508e-29,0.0494069208901088,8687,5.50694133368723e-27,0.0548362528560548
19,ST,2,10,0.922210796578216,0.881430333527747,6709,5.37406544158724e-05,0.342319380452897,5699,0.00204892009151526,0.37993689478838
20,ST,2,11,0.922210796578216,0.604293826589291,10201,5.46945147401792e-35,0,9009,5.75314895838774e-33,0
21,ST,2,12,0.922210796578216,0.889194188775748,8702,2.08114017525164e-18,0.146946377806097,7237,7.91717960452497e-18,0.135570950788342
22,ST,3,4,0.890486534791225,0.865058198033799,7090,8.31495210255325e-07,0.304970100970493,7020,3.71224512566311e-13,0.196428571428571
23,ST,3,5,0.890486534791225,0.934107592114659,1858,2.89098973447604e-15,0.182139005979806,1438,2.4316161322251e-16,0.159352836879433
24,ST,3,6,0.890486534791225,0.880169764858628,5339,0.283240797364498,0.476619939221645,4935,0.236308501338034,0.470038659793814
25,ST,3,7,0.890486534791225,0.875718580107014,7037,1.55520668558352e-06,0.31016567003235,6914,1.872396844205e-13,0.190777153558052
26,ST,3,8,0.890486534791225,0.729879690614447,9981,3.37462925873248e-32,0.0215665130869523,8832,1.12621258743323e-32,0
27,ST,3,9,0.890486534791225,0.861414154482721,7505,3.09459927934963e-09,0.264287814920106,7505,1.26256052829732e-11,0.225969471947195
28,ST,3,10,0.890486534791225,0.881430333527747,5537,0.146830934669336,0.457210077443388,5422,0.0756952701786794,0.440800330033003
29,ST,3,11,0.890486534791225,0.604293826589291,10201,5.49585566880929e-35,0,9504,7.81692608239326e-34,0
30,ST,3,12,0.890486534791225,0.889194188775748,5948,0.0206636875804395,0.416919909812763,5440,0.00301352811562082,0.384057971014493
31,ST,4,5,0.865058198033799,0.934107592114659,1136,6.62993076534879e-22,0.111361631212626,0,3.44985020537903e-32,0
32,ST,4,6,0.865058198033799,0.880169764858628,3666,0.000276238235151482,0.359376531712577,2292,6.27965130804633e-09,0.259657867905291
33,ST,4,7,0.865058198033799,0.875718580107014,5791,0.0482491143532575,0.567689442211548,4811,0.0146626229820444,0.594023953574515
34,ST,4,8,0.865058198033799,0.729879690614447,9879,5.99301689807882e-31,0.0315655327909029,8320,3.96466059835771e-31,0.0062111801242236
35,ST,4,9,0.865058198033799,0.861414154482721,5215,0.391430423943393,0.488775610234291,4205,0.154025381840558,0.542487215754543
36,ST,4,10,0.865058198033799,0.881430333527747,4284,0.0246847528331095,0.419958827565925,3304,0.000390119577538041,0.359482102056359
37,ST,4,11,0.865058198033799,0.604293826589291,10201,5.48734425058357e-35,0,9009,5.7743953081517e-33,0
38,ST,4,12,0.865058198033799,0.889194188775748,3354,1.30103091414944e-05,0.328791294971081,1934,1.59888634314888e-10,0.23100812231247
39,ST,5,6,0.934107592114659,0.880169764858628,8818,1.73097242153e-19,0.135574943632977,8148,2.69473384803852e-21,0.106382978723404
40,ST,5,7,0.934107592114659,0.875718580107014,7920,5.58618530457791e-12,0.223605528869719,7374,2.42527648910168e-19,0.118575185273727
41,ST,5,8,0.934107592114659,0.729879690614447,10201,5.51657981207439e-35,0,8648,2.3300530549676e-32,0
