"","m","m.ci.2.5","m.ci.97.5","m.mle","maxLL","binoLL","poisLL","Rsqr","Rsqr.bino","Rsqr.pois","RMSE","RMSE.bino","RMSE.pois","AIC","BIC","AIC.bino","BIC.bino","AIC.pois","BIC.pois","N","Samples","Richness","Detect"
"1",0.0303429895020014,0.0294566811476458,0.0312572663875359,0.0303478824059562,-10538.905698423,315.576407984205,315.47400971152,0.226820492876683,-2.87861334529224,-2.87857316442602,0.147337865452436,0.329998868008375,0.329997158676517,-21073.811396846,-21057.8838314293,635.152815968409,651.080381385049,634.948019423041,650.875584839681,52074,47,21243,1.92034412566732e-05
