index,group1,group2,Index.group1,Index.group2,Difference,F.obs,P.anova,P.panova,P.perm
1,ST,all.grp,all.grp,NA,NA,NA,7.77311500664969,5.14874213803084e-08,0.0099009900990099,NA
2,ST,1,2,0.782575770546473,0.922210796578216,-0.139635026031743,7.1720406217186,0.0231694914808841,0.108910891089109,0.00990099009900991
3,ST,1,3,0.782575770546473,0.890486534791225,-0.107910764244752,3.57164660927756,0.088079376229894,0.198019801980198,0.0346534653465347
4,ST,1,4,0.782575770546473,0.865058198033799,-0.0824824274873259,2.11006406569719,0.176978771702139,0.277227722772277,0.0247524752475248
5,ST,1,5,0.782575770546473,0.934107592114659,-0.151531821568186,9.12436006882646,0.012881034301664,0.0495049504950495,0.0148514851485149
6,ST,1,6,0.782575770546473,0.880169764858628,-0.0975939943121555,2.54642899078849,0.141627969517681,0.118811881188119,0.0148514851485149
7,ST,1,7,0.782575770546473,0.875718580107014,-0.0931428095605409,2.00525261004136,0.18714066268172,0.128712871287129,0.0148514851485149
8,ST,1,8,0.782575770546473,0.729879690614447,0.0526960799320262,0.757284137788719,0.404584941618909,0.0891089108910891,0.49009900990099
9,ST,1,9,0.782575770546473,0.861414154482721,-0.0788383839362483,1.15107799696551,0.318911446391079,0.0594059405940594,0.00990099009900991
10,ST,1,10,0.782575770546473,0.881430333527747,-0.0988545629812742,2.14663978445287,0.173603203084848,0.0594059405940594,0.0346534653465347
11,ST,1,11,0.782575770546473,0.604293826589291,0.178281943957182,9.15981138939105,0.0127527295956954,0.0396039603960396,0.5
12,ST,1,12,0.782575770546473,0.889194188775748,-0.106618418229275,3.81322841652785,0.0793856005447109,0.0297029702970297,0.0148514851485149
13,ST,2,3,0.922210796578216,0.890486534791225,0.0317242617869912,0.860678432344042,0.375398258059074,0.366336633663366,0.381188118811881
14,ST,2,4,0.922210796578216,0.865058198033799,0.0571525985444175,2.88233064748224,0.120404846576812,0.108910891089109,0.48019801980198
15,ST,2,5,0.922210796578216,0.934107592114659,-0.0118967955364424,0.332577915203882,0.576895153569764,0.425742574257426,0.247524752475248
16,ST,2,6,0.922210796578216,0.880169764858628,0.0420410317195878,1.07157840597845,0.324973430796236,0.128712871287129,0.396039603960396
17,ST,2,7,0.922210796578216,0.875718580107014,0.0464922164712025,0.966932719738818,0.348638709036434,0.128712871287129,0.386138613861386
18,ST,2,8,0.922210796578216,0.729879690614447,0.19233110596377,23.473003456163,0.000676521872206996,0.0297029702970297,0.5
19,ST,2,9,0.922210796578216,0.861414154482721,0.0607966420954951,4.02185790262532,0.0849329937645617,0.128712871287129,0.396039603960396
20,ST,2,10,0.922210796578216,0.881430333527747,0.0407804630504692,0.675663435059247,0.430246650960818,0.0198019801980198,0.435643564356436
21,ST,2,11,0.922210796578216,0.604293826589291,0.317916969988925,73.292733550989,6.47160516479663e-06,0.0297029702970297,0.5
22,ST,2,12,0.922210796578216,0.889194188775748,0.033016607802468,1.22471214820218,0.294348501385668,0.0198019801980198,0.400990099009901
23,ST,3,4,0.890486534791225,0.865058198033799,0.0254283367574263,0.386035046977137,0.548291616093623,0.485148514851485,0.386138613861386
24,ST,3,5,0.890486534791225,0.934107592114659,-0.0436210573234336,1.96714678248007,0.191025025923959,0.207920792079208,0.128712871287129
25,ST,3,6,0.890486534791225,0.880169764858628,0.0103167699325967,0.0485761811680382,0.829994128018564,0.851485148514851,0.287128712871287
26,ST,3,7,0.890486534791225,0.875718580107014,0.0147679546842113,0.0785305274362009,0.785010358792029,0.712871287128713,0.321782178217822
27,ST,3,8,0.890486534791225,0.729879690614447,0.160606844176778,12.1808720729057,0.0058219335693645,0.0099009900990099,0.5
28,ST,3,9,0.890486534791225,0.861414154482721,0.0290723803085039,0.406373425655797,0.544095019327587,0.376237623762376,0.356435643564356
29,ST,3,10,0.890486534791225,0.881430333527747,0.00905620126347806,0.027310269053292,0.872033812314106,0.712871287128713,0.326732673267327
30,ST,3,11,0.890486534791225,0.604293826589291,0.286192708201934,42.6433224905087,6.63689304811837e-05,0.0297029702970297,0.5
31,ST,3,12,0.890486534791225,0.889194188775748,0.00129234601547679,0.00116646991228527,0.973426761169876,0.900990099009901,0.277227722772277
32,ST,4,5,0.865058198033799,0.934107592114659,-0.0690493940808599,5.12007834397281,0.0471470399621233,0.138613861386139,0.0544554455445545
33,ST,4,6,0.865058198033799,0.880169764858628,-0.0151115668248296,0.105966157108808,0.751493071252784,0.752475247524752,0.168316831683168
34,ST,4,7,0.865058198033799,0.875718580107014,-0.010660382073215,0.04145946263969,0.842737392222622,0.811881188118812,0.188118811881188
35,ST,4,8,0.865058198033799,0.729879690614447,0.135178507419352,8.77870232706324,0.0142177224014592,0.0297029702970297,0.5
36,ST,4,9,0.865058198033799,0.861414154482721,0.00364404355107761,0.00663110921535467,0.93737812589621,0.861386138613861,0.158415841584158
37,ST,4,10,0.865058198033799,0.881430333527747,-0.0163721354939482,0.0903430873003801,0.76989745335658,0.514851485148515,0.188118811881188
38,ST,4,11,0.865058198033799,0.604293826589291,0.260764371444507,36.0800963560173,0.000130939236160427,0.0297029702970297,0.5
39,ST,4,12,0.865058198033799,0.889194188775748,-0.0241359907419495,0.417380775418715,0.532791671874759,0.099009900990099,0.113861386138614
40,ST,5,6,0.934107592114659,0.880169764858628,0.0539378272560302,2.01010520850324,0.186653500872596,0.396039603960396,0.445544554455445
41,ST,5,7,0.934107592114659,0.875718580107014,0.0583890120076449,1.67664646917229,0.224467859656533,0.148514851485149,0.465346534653465
