"","m","m.ci.2.5","m.ci.97.5","m.mle","maxLL","binoLL","poisLL","Rsqr","Rsqr.bino","Rsqr.pois","RMSE","RMSE.bino","RMSE.pois","AIC","BIC","AIC.bino","BIC.bino","AIC.pois","BIC.pois","N","Samples","Richness","Detect"
"1",0.581964490157542,0.560045509402162,0.604902060083473,0.581818687573177,86870.181312717,18800.8311858522,18801.0124894353,-2.27492875651669,-1.45575079654995,-1.45576226626196,0.703718373938062,0.609382683511163,0.609384106586284,173744.362625434,173762.976223037,37605.6623717044,37624.2759693077,37606.0249788707,37624.638576474,11201,126,81373,8.92777430586555e-05
