"","m","m.ci.2.5","m.ci.97.5","m.mle","maxLL","binoLL","poisLL","Rsqr","Rsqr.bino","Rsqr.pois","RMSE","RMSE.bino","RMSE.pois","AIC","BIC","AIC.bino","BIC.bino","AIC.pois","BIC.pois","N","Samples","Richness","Detect"
"1",0.638682250423424,0.615683098866109,0.662600468585545,0.637503453205595,61248.057460444,-3810.31063467322,-3810.01032999349,-2.82327625063897,-1.44735563975566,-1.44737613282874,0.660756525571766,0.528654779863559,0.528656993219514,122500.114920888,122518.151195326,-7616.62126934645,-7598.58499490865,-7616.02065998699,-7597.98438554919,12905,63,60970,7.74893452150329e-05
