"","m","m.ci.2.5","m.ci.97.5","m.mle","maxLL","binoLL","poisLL","Rsqr","Rsqr.bino","Rsqr.pois","RMSE","RMSE.bino","RMSE.pois","AIC","BIC","AIC.bino","BIC.bino","AIC.pois","BIC.pois","N","Samples","Richness","Detect"
"1",0.565803528541341,0.542598270705855,0.590178804199781,0.565772074797634,86675.6701567279,12873.0602186685,12873.2004140387,-3.27832175943434,-2.33620465041948,-2.3362182290525,0.7344831910008,0.648591841083739,0.648593160994019,173355.340313456,173373.870830779,25750.1204373369,25768.6509546604,25750.4008280775,25768.9313454009,9978,48,78062,0.000100220485067148
