"","m","m.ci.2.5","m.ci.97.5","m.mle","maxLL","binoLL","poisLL","Rsqr","Rsqr.bino","Rsqr.pois","RMSE","RMSE.bino","RMSE.pois","AIC","BIC","AIC.bino","BIC.bino","AIC.pois","BIC.pois","N","Samples","Richness","Detect"
"1",0.435967046798786,0.429937090932689,0.442120756682041,0.435926385199594,-72263.6132110786,-59772.9203133523,-59774.7994114278,0.777022607521947,0.543398705414226,0.543431292932828,0.0591674308301408,0.0846683048373648,0.0846652834057318,-144523.226422157,-144505.535257209,-119541.840626705,-119524.149461756,-119545.598822856,-119527.907657907,14517,63,51307,6.88847558035407e-05
