"","w","c","p.lm","R2","R2.adj","p.perm","p.boot","w.q0","w.q25","w.q50","w.q75","w.q100"
"1",0.00529591529406772,-0.0939431845914074,3.54730274415796e-11,0.0066092754936416,0.00645905763117272,0.014985014985015,0.00199800199800204,-0.000814858375829957,0.00400525312348324,0.00559464421939294,0.0068821747134574,0.013214543094271
