"","w","c","p.lm","R2","R2.adj","p.perm","p.boot","w.q0","w.q25","w.q50","w.q75","w.q100"
"1",0.00352283230524519,-0.152677378857294,0.0075183195774901,0.0067589821122855,0.00581662820537121,0.314685314685315,0.162837162837163,-0.00608983922681442,0.00127144025355707,0.0037034319446038,0.00626589808909225,0.0171305910332374
