"","w","c","p.lm","R2","R2.adj","p.perm","p.boot","w.q0","w.q25","w.q50","w.q75","w.q100"
"1",0.000590038262553257,-0.197956346944824,0.579393567080173,0.000157898635212261,-0.000355894839281445,0.693306693306693,0.37962037962038,-0.0034976637396032,-0.000432802206714831,0.000446039214731348,0.00150667993640872,0.00567951312793441
