"","w","c","p.lm","R2","R2.adj","p.perm","p.boot","w.q0","w.q25","w.q50","w.q75","w.q100"
"1",0.212693992666581,0.150432489610212,3.50486326671882e-148,0.0966448906319857,0.0965082877120752,0.000999000999000999,0,0.134692552124928,0.198437523851514,0.215763496988532,0.233260671791095,0.298941634080882
