"","w","c","p.lm","R2","R2.adj","p.perm","p.boot","w.q0","w.q25","w.q50","w.q75","w.q100"
"1",0.178549751132106,-1.58493405253149,5.19645254820808e-128,0.257540757122146,0.257159226164861,0.000999000999000999,0,0.106180292006877,0.163703077438123,0.177834127783418,0.192469878043607,0.238152439787188
