"","w","c","p.lm","R2","R2.adj","p.perm","p.boot","w.q0","w.q25","w.q50","w.q75","w.q100"
"1",0.402236085604943,-2.67698986323345,1.49583651058286e-69,0.264956847255852,0.264229081758085,0.000999000999000999,0,0.248250543818488,0.37356977833296,0.40614143451385,0.437287866789639,0.762032726001208
